item,buque,producto,jornada,turno,ticket_apm,permiso,bl,bodega,balanza_ingreso,fecha_ingreso_apm,fecha_inicio_carguio,fecha_termino_carguio,duracion_carguio,estadia_muelle_antes_carguio,balanza_salida,guia_remision_agencia,placa_camion,empresa_transporte,num_precinto,peso_bruto_puerto,tara_puerto,peso_neto_salida_apm,peso_apm_tn,destino_almacen,fecha_salida_apmtc,tiempo_termino_carguio_salida,tiempo_llegada_salida_apm,fecha_ingreso_almacen,peso_bruto_almacen,tara_almacen,peso_neto_ingreso_almacen,diferencia_pesos_netos,fecha_salida_almacen,tiempo_llegada_almacen_desde_puerto,permanencia_almacen,duracion_total_traslado,observaciones,guia_transporte
52,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240180,-,2,BODEGA 3,-,2024-12-24 21:17:00,2024-12-25 02:40:00,2024-12-25 02:45:00,00:05:00,05:23:00,-,240180,AZS811,TOSA E.I.R.L.,128652,52520,17460,35060,35.06,GH CHANCAY - 5029,2024-12-25 03:02:00,00:17:00,05:45:00,2024-12-25 04:15:00,52420,17380,35040,-20,2024-12-25 04:48:00,01:13:00,00:33:00,07:31:00,0,0
53,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240178,-,2,BODEGA 3,-,2024-12-24 21:07:00,2024-12-25 02:40:00,2024-12-25 02:45:00,00:05:00,05:33:00,-,240178,AJP762,VILMA ROJAS,128651,54300,18040,36260,36.26,CHANCAY - 5003,2024-12-25 03:00:00,00:15:00,05:53:00,2024-12-25 03:35:00,54270,17980,36290,30,2024-12-25 04:30:00,00:35:00,00:55:00,07:23:00,0,0
54,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240182,-,2,BODEGA 3,-,2024-12-24 21:21:00,2024-12-25 02:42:00,2024-12-25 02:47:00,00:05:00,05:21:00,-,240182,BDD755,VILMA ROJAS,128653,55820,17940,37880,37.88,GH CHANCAY - 5029,2024-12-25 03:05:00,00:18:00,05:44:00,2024-12-25 04:17:00,55720,17850,37870,-10,2024-12-25 05:29:00,01:12:00,01:12:00,08:08:00,0,0
55,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240171,-,2,BODEGA 3,-,2024-12-24 21:13:00,2024-12-25 02:50:00,2024-12-25 02:55:00,00:05:00,05:37:00,-,240171,F4E751,TRANSJIBAJA S.A.C.,128654,54160,16920,37240,37.24,CHANCAY - 5003,2024-12-25 03:06:00,00:11:00,05:53:00,2024-12-25 03:27:00,54090,16860,37230,-10,2024-12-25 04:27:00,00:21:00,01:00:00,07:14:00,0,0
56,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240186,-,2,BODEGA 1,-,2024-12-24 22:10:00,2024-12-25 02:53:00,2024-12-25 02:58:00,00:05:00,04:43:00,-,240186,BDE743,VILMA ROJAS,128655,56100,18040,38060,38.06,CHANCAY - 5003,2024-12-25 03:09:00,00:11:00,04:59:00,2024-12-25 03:44:00,56030,17940,38090,30,2024-12-25 04:33:00,00:35:00,00:49:00,06:23:00,0,0
57,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240183,-,2,BODEGA 3,-,2024-12-24 21:51:00,2024-12-25 03:00:00,2024-12-25 03:05:00,00:05:00,05:09:00,-,240183,D0Q776,TRANSJIBAJA S.A.C.,128656,47060,16480,30580,30.58,CHANCAY - 5003,2024-12-25 03:19:00,00:14:00,05:28:00,2024-12-25 03:47:00,47040,16420,30620,40,2024-12-25 04:39:00,00:28:00,00:52:00,06:48:00,0,0
58,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240201,-,2,BODEGA 1,-,2024-12-24 22:16:00,2024-12-25 03:02:00,2024-12-25 03:07:00,00:05:00,04:46:00,-,240201,AJD804,VILMA ROJAS,128659,51300,18440,32860,32.86,CHANCAY - 5003,2024-12-25 03:24:00,00:17:00,05:08:00,2024-12-25 03:51:00,51200,18350,32850,-10,2024-12-25 04:42:00,00:27:00,00:51:00,06:26:00,0,0
59,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240187,-,2,BODEGA 3,-,2024-12-24 22:15:00,2024-12-25 03:05:00,2024-12-25 03:10:00,00:05:00,04:50:00,-,240187,D3Y881,TRANSJIBAJA S.A.C.,128657,50000,16420,33580,33.58,CHANCAY - 5003,2024-12-25 03:20:00,00:10:00,05:05:00,2024-12-25 03:49:00,49930,16340,33590,10,2024-12-25 04:36:00,00:29:00,00:47:00,06:21:00,0,0
60,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240204,-,2,BODEGA 1,-,2024-12-24 22:29:00,2024-12-25 03:10:00,2024-12-25 03:13:00,00:03:00,04:41:00,-,240204,BDD892,VILMA ROJAS,128661,53020,17740,35280,35.28,CHANCAY - 5003,2024-12-25 03:28:00,00:15:00,04:59:00,2024-12-25 03:57:00,52930,17650,35280,0,2024-12-25 04:56:00,00:29:00,00:59:00,06:27:00,0,0
61,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240210,-,2,BODEGA 3,-,2024-12-24 22:50:00,2024-12-25 03:10:00,2024-12-25 03:13:00,00:03:00,04:20:00,-,240210,T9T864,TRANSJIBAJA S.A.C.,128662,53120,17480,35640,35.64,GH CHANCAY - 5029,2024-12-25 03:47:00,00:34:00,04:57:00,2024-12-25 04:23:00,52980,17350,35630,-10,2024-12-25 05:43:00,00:36:00,01:20:00,06:53:00,0,0
62,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240203,-,2,BODEGA 1,-,2024-12-24 22:25:00,2024-12-25 03:10:00,2024-12-25 03:15:00,00:05:00,04:45:00,-,240203,D7P795,TRANSJIBAJA S.A.C.,128660,55000,17600,37400,37.4,CHANCAY - 5003,2024-12-25 03:26:00,00:11:00,05:01:00,2024-12-25 03:54:00,54930,17530,37400,0,2024-12-25 04:45:00,00:28:00,00:51:00,06:20:00,0,0
63,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240196,-,2,BODEGA 3,-,2024-12-24 22:23:00,2024-12-25 03:10:00,2024-12-25 03:12:00,00:02:00,04:47:00,-,240196,ABP703,TRANSJIBAJA S.A.C.,128658,52720,16860,35860,35.86,GH CHANCAY - 5029,2024-12-25 03:22:00,00:10:00,04:59:00,2024-12-25 04:20:00,52610,16760,35850,-10,2024-12-25 05:32:00,00:58:00,01:12:00,07:09:00,0,0
64,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240202,-,2,BODEGA 3,-,2024-12-24 22:25:00,2024-12-25 03:13:00,2024-12-25 03:17:00,00:04:00,04:48:00,-,240202,D7H920,TRANSJIBAJA S.A.C.,128664,51760,17180,34580,34.58,CHANCAY - 5003,2024-12-25 03:31:00,00:14:00,05:06:00,2024-12-25 04:00:00,51690,17090,34600,20,2024-12-25 04:59:00,00:29:00,00:59:00,06:34:00,0,0
65,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240205,-,2,BODEGA 1,-,2024-12-24 22:30:00,2024-12-25 03:15:00,2024-12-25 03:18:00,00:03:00,04:45:00,-,240205,AJP818,VILMA ROJAS,128663,53340,18800,34540,34.54,CHANCAY - 5003,2024-12-25 03:32:00,00:14:00,05:02:00,2024-12-25 04:02:00,53250,18720,34530,-10,2024-12-25 05:11:00,00:30:00,01:09:00,06:41:00,0,0
66,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250013,-,2,BODEGA 3,-,2024-12-25 00:40:00,2024-12-25 03:15:00,2024-12-25 03:17:00,00:02:00,02:35:00,-,250013,BMO774,VILMA ROJAS,128665,55480,18920,36560,36.56,GH CHANCAY - 5029,2024-12-25 03:34:00,00:17:00,02:54:00,2024-12-25 04:39:00,55360,18830,36530,-30,2024-12-25 06:16:00,01:05:00,01:37:00,05:36:00,0,0
67,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412240211,-,2,BODEGA 1,-,2024-12-24 22:45:00,2024-12-25 03:20:00,2024-12-25 03:23:00,00:03:00,04:35:00,-,240211,AJE884,VILMA ROJAS,128666,55140,18920,36220,36.22,CHANCAY - 5003,2024-12-25 03:39:00,00:16:00,04:54:00,2024-12-25 04:48:00,55000,18780,36220,0,2024-12-25 05:29:00,01:09:00,00:41:00,06:44:00,0,0
68,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250055,-,2,BODEGA 3,-,2024-12-25 02:54:00,2024-12-25 03:20:00,2024-12-25 03:25:00,00:05:00,00:26:00,-,250055,AWS791,TOSA E.I.R.L.,128668,55040,17800,37240,37.24,CHANCAY - 5003,2024-12-25 03:50:00,00:25:00,00:56:00,2024-12-25 04:50:00,54980,17720,37260,20,2024-12-25 05:32:00,01:00:00,00:42:00,02:38:00,0,0
69,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250051,-,2,BODEGA 1,-,2024-12-25 02:53:00,2024-12-25 03:23:00,2024-12-25 03:30:00,00:07:00,00:30:00,-,250051,F1K772,TRANSJIBAJA S.A.C.,128667,53540,17020,36520,36.52,CHANCAY - 5003,2024-12-25 03:43:00,00:13:00,00:50:00,2024-12-25 04:04:00,53480,16940,36540,20,2024-12-25 05:22:00,00:21:00,01:18:00,02:29:00,0,0
70,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250080,-,2,BODEGA 3,-,2024-12-25 03:10:00,2024-12-25 03:30:00,2024-12-25 03:35:00,00:05:00,00:20:00,-,250080,F6V876,VILMA ROJAS,128673,54980,18080,36900,36.9,CHANCAY - 5003,2024-12-25 04:12:00,00:37:00,01:02:00,2024-12-25 05:06:00,54900,17990,36910,10,2024-12-25 06:09:00,00:54:00,01:03:00,02:59:00,0,0
71,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250064,-,2,BODEGA 1,-,2024-12-25 01:28:00,2024-12-25 03:30:00,2024-12-25 03:33:00,00:03:00,02:02:00,-,250064,AWS916,TOSA E.I.R.L.,128670,48320,17740,30580,30.58,CHANCAY - 5003,2024-12-25 03:53:00,00:20:00,02:25:00,2024-12-25 04:54:00,48280,17680,30600,20,2024-12-25 05:49:00,01:01:00,00:55:00,04:21:00,0,0
72,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250056,-,2,BODEGA 3,-,2024-12-25 01:34:00,2024-12-25 03:30:00,2024-12-25 03:35:00,00:05:00,01:56:00,-,250056,BMO703,VILMA ROJAS,128669,55840,18920,36920,36.92,GH CHANCAY - 5029,2024-12-25 03:50:00,00:15:00,02:16:00,2024-12-25 04:42:00,55730,18830,36900,-20,2024-12-25 06:27:00,00:52:00,01:45:00,04:53:00,0,0
73,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250057,-,2,BODEGA 3,-,2024-12-25 02:45:00,2024-12-25 03:50:00,2024-12-25 03:55:00,00:05:00,01:05:00,-,250057,ASZ864,TRANSJIBAJA S.A.C.,128671,54320,17180,37140,37.14,CHANCAY - 5003,2024-12-25 04:02:00,00:07:00,01:17:00,2024-12-25 04:52:00,54260,17100,37160,20,2024-12-25 05:42:00,00:50:00,00:50:00,02:57:00,0,0
74,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250070,-,2,BODEGA 3,-,2024-12-25 03:11:00,2024-12-25 03:52:00,2024-12-25 03:57:00,00:05:00,00:41:00,-,250070,AJG777,VILMA ROJAS,128672,52180,18080,34100,34.1,CHANCAY - 5003,2024-12-25 04:08:00,00:11:00,00:57:00,2024-12-25 05:04:00,52130,18020,34110,10,2024-12-25 06:05:00,00:56:00,01:01:00,02:54:00,0,0
75,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250090,-,2,BODEGA 1,-,2024-12-25 03:16:00,2024-12-25 03:54:00,2024-12-25 04:00:00,00:06:00,00:38:00,-,250090,ASA876,TOSA E.I.R.L.,128675,51480,17340,34140,34.14,GH CHANCAY - 5029,2024-12-25 04:16:00,00:16:00,01:00:00,2024-12-25 04:45:00,51360,17240,34120,-20,2024-12-25 06:50:00,00:29:00,02:05:00,03:34:00,0,0
76,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250086,-,2,BODEGA 3,-,2024-12-25 03:12:00,2024-12-25 03:55:00,2024-12-25 04:00:00,00:05:00,00:43:00,-,250086,C9H901,TOSA E.I.R.L.,128674,47860,16360,31500,31.5,CHANCAY - 5003,2024-12-25 04:13:00,00:13:00,01:01:00,2024-12-25 05:02:00,47810,16270,31540,40,2024-12-25 05:52:00,00:49:00,00:50:00,02:40:00,0,0
77,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250091,-,2,BODEGA 1,-,2024-12-25 03:18:00,2024-12-25 04:00:00,2024-12-25 04:05:00,00:05:00,00:42:00,-,250091,C7Y834,TRANSJIBAJA S.A.C.,128677,51380,17280,34100,34.1,CHANCAY - 5003,2024-12-25 04:26:00,00:21:00,01:08:00,2024-12-25 05:09:00,51300,17190,34110,10,2024-12-25 06:22:00,00:43:00,01:13:00,03:04:00,0,0
78,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250108,-,2,BODEGA 1,-,2024-12-25 03:36:00,2024-12-25 04:02:00,2024-12-25 04:07:00,00:05:00,00:26:00,-,250096,D8A721,TOSA E.I.R.L.,128678,49120,17320,31800,31.8,CHANCAY - 5003,2024-12-25 04:30:00,00:23:00,00:54:00,2024-12-25 05:15:00,49020,17210,31810,10,2024-12-25 06:55:00,00:45:00,01:40:00,03:19:00,0,0
79,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250107,-,2,BODEGA 3,-,2024-12-25 03:36:00,2024-12-25 04:05:00,2024-12-25 04:10:00,00:05:00,00:29:00,-,250107,BMN703,VILMA ROJAS,128676,55800,19100,36700,36.7,CHANCAY - 5003,2024-12-25 04:22:00,00:12:00,00:46:00,2024-12-25 05:07:00,55690,19030,36660,-40,2024-12-25 06:19:00,00:45:00,01:12:00,02:43:00,0,0
80,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250110,-,2,BODEGA 3,-,2024-12-25 03:34:00,2024-12-25 04:05:00,2024-12-25 04:10:00,00:05:00,00:31:00,-,250110,AFX858,TOSA E.I.R.L.,128679,49160,16980,32180,32.18,CHANCAY - 5003,2024-12-25 04:34:00,00:24:00,01:00:00,2024-12-25 05:17:00,49070,16890,32180,0,2024-12-25 06:52:00,00:43:00,01:35:00,03:18:00,0,0
81,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250109,-,2,BODEGA 1,-,2024-12-25 03:38:00,2024-12-25 04:08:00,2024-12-25 04:13:00,00:05:00,00:30:00,-,250109,AUL936,TOSA E.I.R.L.,128680,55200,17080,38120,38.12,GH CHANCAY - 5029,2024-12-25 04:36:00,00:23:00,00:58:00,2024-12-25 05:09:00,55110,17000,38110,-10,2024-12-25 07:09:00,00:33:00,02:00:00,03:31:00,0,0
82,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250121,-,2,BODEGA 3,-,2024-12-25 03:50:00,2024-12-25 04:10:00,2024-12-25 04:13:00,00:03:00,00:20:00,-,250121,D7X754,TOSA E.I.R.L.,128681,52220,17280,34940,34.94,CHANCAY - 5003,2024-12-25 04:40:00,00:27:00,00:50:00,2024-12-25 05:19:00,52150,17200,34950,10,2024-12-25 06:58:00,00:39:00,01:39:00,03:08:00,0,0
83,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250119,-,2,BODEGA 1,-,2024-12-25 03:49:00,2024-12-25 04:30:00,2024-12-25 04:34:00,00:04:00,00:41:00,-,250119,D1J772,TRANSJIBAJA S.A.C.,128682,53680,17100,36580,36.58,CHANCAY - 5003,2024-12-25 04:55:00,00:21:00,01:06:00,2024-12-25 05:20:00,53620,17030,36590,10,2024-12-25 07:02:00,00:25:00,01:42:00,03:13:00,0,0
84,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250149,-,2,BODEGA 1,-,2024-12-25 04:38:00,2024-12-25 04:50:00,2024-12-25 04:55:00,00:05:00,00:12:00,-,250149,D6H785,TRANSJIBAJA S.A.C.,128684,46500,16140,30360,30.36,CHANCAY - 5003,2024-12-25 05:15:00,00:20:00,00:37:00,2024-12-25 05:38:00,46440,16060,30380,20,2024-12-25 07:06:00,00:23:00,01:28:00,02:28:00,0,0
85,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250141,-,2,BODEGA 3,-,2024-12-25 04:35:00,2024-12-25 04:50:00,2024-12-25 04:55:00,00:05:00,00:15:00,-,250141,APP823,TRANSJIBAJA S.A.C.,128683,51380,17540,33840,33.84,GH CHANCAY - 5029,2024-12-25 05:10:00,00:15:00,00:35:00,2024-12-25 05:36:00,51230,17440,33790,-50,2024-12-25 07:22:00,00:26:00,01:46:00,02:47:00,0,0
86,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250138,-,2,BODEGA 1,-,2024-12-25 04:32:00,2024-12-25 05:00:00,2024-12-25 05:05:00,00:05:00,00:28:00,-,250138,C2B789,TRANSJIBAJA S.A.C.,128685,53200,16560,36640,36.64,CHANCAY - 5003,2024-12-25 05:17:00,00:12:00,00:45:00,2024-12-25 05:40:00,53140,16480,36660,20,2024-12-25 07:09:00,00:23:00,01:29:00,02:37:00,0,0
87,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250163,-,2,BODEGA 1,-,2024-12-25 04:48:00,2024-12-25 05:10:00,2024-12-25 05:14:00,00:04:00,00:22:00,-,250163,D3Y881,TRANSJIBAJA S.A.C.,128688,51540,16400,35140,35.14,CHANCAY - 5003,2024-12-25 05:33:00,00:19:00,00:45:00,2024-12-25 06:00:00,51470,16340,35130,-10,2024-12-25 07:47:00,00:27:00,01:47:00,02:59:00,0,0
88,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250155,-,2,BODEGA 3,-,2024-12-25 04:45:00,2024-12-25 05:10:00,2024-12-25 05:15:00,00:05:00,00:25:00,-,250155,BDE743,VILMA ROJAS,128687,57020,18040,38980,38.98,CHANCAY - 5003,2024-12-25 05:29:00,00:14:00,00:44:00,2024-12-25 05:58:00,56970,17940,39030,50,2024-12-25 07:55:00,00:29:00,01:57:00,03:10:00,0,0
89,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250150,-,2,BODEGA 1,-,2024-12-25 04:37:00,2024-12-25 05:10:00,2024-12-25 05:15:00,00:05:00,00:33:00,-,250150,F4E751,TRANSJIBAJA S.A.C.,128686,49280,16920,32360,32.36,GH CHANCAY - 5029,2024-12-25 05:27:00,00:12:00,00:50:00,2024-12-25 05:52:00,49140,16840,32300,-60,2024-12-25 07:33:00,00:25:00,01:41:00,02:56:00,0,0
90,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250166,-,2,BODEGA 1,-,2024-12-25 04:49:00,2024-12-25 05:20:00,2024-12-25 05:25:00,00:05:00,00:31:00,-,250166,BYP751,TOSA E.I.R.L.,128689,52860,18360,34500,34.5,CHANCAY - 5003,2024-12-25 05:43:00,00:18:00,00:54:00,2024-12-25 06:14:00,52820,18300,34520,20,2024-12-25 08:03:00,00:31:00,01:49:00,03:14:00,0,0
91,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250159,-,2,BODEGA 3,-,2024-12-25 04:41:00,2024-12-25 05:30:00,2024-12-25 05:35:00,00:05:00,00:49:00,-,250159,AJP762,VILMA ROJAS,128691,55780,18020,37760,37.76,CHANCAY - 5003,2024-12-25 05:50:00,00:15:00,01:09:00,2024-12-25 06:16:00,55700,17970,37730,-30,2024-12-25 08:07:00,00:26:00,01:51:00,03:26:00,0,0
92,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250170,-,2,BODEGA 1,-,2024-12-25 04:53:00,2024-12-25 05:30:00,2024-12-25 05:35:00,00:05:00,00:37:00,-,250170,AJD804,VILMA ROJAS,128690,52680,18440,34240,34.24,CHANCAY - 5003,2024-12-25 05:47:00,00:12:00,00:54:00,2024-12-25 06:03:00,52610,18340,34270,30,2024-12-25 07:59:00,00:16:00,01:56:00,03:06:00,0,0
93,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250171,-,2,BODEGA 3,-,2024-12-25 04:55:00,2024-12-25 05:34:00,2024-12-25 05:38:00,00:04:00,00:39:00,-,250171,D7P795,TRANSJIBAJA S.A.C.,128692,53200,17600,35600,35.6,CHANCAY - 5003,2024-12-25 05:54:00,00:16:00,00:59:00,2024-12-25 06:27:00,53130,17520,35610,10,2024-12-25 08:11:00,00:33:00,01:44:00,03:16:00,0,0
94,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250169,-,2,BODEGA 3,-,2024-12-25 04:51:00,2024-12-25 05:35:00,2024-12-25 05:37:00,00:02:00,00:44:00,-,250169,D0Q776,TRANSJIBAJA S.A.C.,128693,48720,16480,32240,32.24,GH CHANCAY - 5029,2024-12-25 05:55:00,00:18:00,01:04:00,2024-12-25 15:00:00,48620,16360,32260,20,2024-12-25 15:38:00,09:05:00,00:38:00,10:47:00,0,0
95,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250175,-,2,BODEGA 3,-,2024-12-25 05:02:00,2024-12-25 05:38:00,2024-12-25 05:42:00,00:04:00,00:36:00,-,250175,AZS811,TOSA E.I.R.L.,128694,52680,17460,35220,35.22,GH CHANCAY - 5029,2024-12-25 05:57:00,00:15:00,00:55:00,2024-12-25 06:40:00,52550,17370,35180,-40,2024-12-25 07:46:00,00:43:00,01:06:00,02:44:00,0,0
96,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250181,-,2,BODEGA 3,-,2024-12-25 05:08:00,2024-12-25 05:45:00,2024-12-25 05:50:00,00:05:00,00:37:00,-,250181,BDD892,VILMA ROJAS,128695,52340,17740,34600,34.6,GH CHANCAY - 5029,2024-12-25 06:02:00,00:12:00,00:54:00,2024-12-25 06:45:00,52210,17620,34590,-10,2024-12-25 07:56:00,00:43:00,01:11:00,02:48:00,0,0
97,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250174,-,2,BODEGA 3,-,2024-12-25 04:56:00,2024-12-25 05:50:00,2024-12-25 05:55:00,00:05:00,00:54:00,-,250174,ABY907,TOSA E.I.R.L.,128696,53600,16880,36720,36.72,GH CHANCAY - 5029,2024-12-25 06:05:00,00:10:00,01:09:00,2024-12-25 06:48:00,53510,16790,36720,0,2024-12-25 08:55:00,00:43:00,02:07:00,03:59:00,0,0
98,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250186,-,2,BODEGA 3,-,2024-12-25 05:26:00,2024-12-25 05:50:00,2024-12-25 05:55:00,00:05:00,00:24:00,-,250186,AJP818,VILMA ROJAS,128697,53060,18780,34280,34.28,CHANCAY - 5003,2024-12-25 06:09:00,00:14:00,00:43:00,2024-12-25 06:31:00,52980,18720,34260,-20,2024-12-25 08:14:00,00:22:00,01:43:00,02:48:00,0,0
99,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250192,-,2,BODEGA 3,-,2024-12-25 05:35:00,2024-12-25 06:00:00,2024-12-25 06:03:00,00:03:00,00:25:00,-,250192,F1K772,TRANSJIBAJA S.A.C.,128698,54780,17000,37780,37.78,CHANCAY - 5003,2024-12-25 06:18:00,00:15:00,00:43:00,2024-12-25 07:14:00,54650,16930,37720,-60,2024-12-25 08:19:00,00:56:00,01:05:00,02:44:00,0,0
100,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250182,-,2,BODEGA 3,-,2024-12-25 05:10:00,2024-12-25 06:02:00,2024-12-25 06:09:00,00:07:00,00:52:00,-,250182,D7H920,TRANSJIBAJA S.A.C.,128699,55840,17180,38660,38.66,CHANCAY - 5003,2024-12-25 06:18:00,00:09:00,01:08:00,2024-12-25 07:17:00,55780,17090,38690,30,2024-12-25 08:22:00,00:59:00,01:05:00,03:12:00,0,0
101,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250203,-,2,BODEGA 3,-,2024-12-25 05:45:00,2024-12-25 06:03:00,2024-12-25 06:08:00,00:05:00,00:18:00,-,250203,ABP703,TRANSJIBAJA S.A.C.,128701,50540,16860,33680,33.68,CHANCAY - 5003,2024-12-25 06:24:00,00:16:00,00:39:00,2024-12-25 07:25:00,50460,16760,33700,20,2024-12-25 08:44:00,01:01:00,01:19:00,02:59:00,0,0
102,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250201,-,2,BODEGA 1,-,2024-12-25 05:41:00,2024-12-25 06:07:00,2024-12-25 06:11:00,00:04:00,00:26:00,-,250201,AJE884,VILMA ROJAS,128700,53440,18900,34540,34.54,CHANCAY - 5003,2024-12-25 06:20:00,00:09:00,00:39:00,2024-12-25 07:19:00,53300,18760,34540,0,2024-12-25 08:27:00,00:59:00,01:08:00,02:46:00,0,0
103,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 2,2025-07-23 00:00:00,202412250202,-,2,BODEGA 1,-,2024-12-25 05:43:00,2024-12-25 06:10:00,2024-12-25 06:14:00,00:04:00,00:27:00,-,250202,BDD755,VILMA ROJAS,128702,56820,17920,38900,38.9,CHANCAY - 5003,2024-12-25 06:30:00,00:16:00,00:47:00,2024-12-25 07:23:00,56770,17860,38910,10,2024-12-25 08:33:00,00:53:00,01:10:00,02:50:00,0,0
